src_task_id,src_name,src_chiplet,src_core,dst_task_id,dst_name,dst_chiplet,dst_core,volume_bytes,comm_latency_cycles,inject_cycle
36,rng_stream_35,3,2,164,price_opt1_path35,3,0,58,31,831
37,rng_stream_36,0,3,165,price_opt1_path36,0,2,53,31,831
38,rng_stream_37,3,3,166,price_opt1_path37,3,1,110,34,831
39,rng_stream_38,5,0,167,price_opt1_path38,4,1,37,30,831
40,rng_stream_39,5,1,168,price_opt1_path39,5,0,102,34,831
41,rng_stream_40,3,0,169,price_opt1_path40,1,3,35,30,1131
42,rng_stream_41,2,2,170,price_opt1_path41,2,2,90,33,831
43,rng_stream_42,0,0,171,price_opt1_path42,1,1,34,30,1131
44,rng_stream_43,3,1,172,price_opt1_path43,3,2,115,35,1131
45,rng_stream_44,5,2,173,price_opt1_path44,5,2,74,32,831
46,rng_stream_45,4,1,174,price_opt1_path45,4,3,86,33,831
47,rng_stream_46,0,1,175,price_opt1_path46,0,2,111,34,1131
48,rng_stream_47,2,3,176,price_opt1_path47,6,1,40,30,831
49,rng_stream_48,0,2,177,price_opt1_path48,0,3,100,34,1131
50,rng_stream_49,5,3,178,price_opt1_path49,5,2,69,32,831
51,rng_stream_50,0,3,179,price_opt1_path50,6,2,33,30,1131
52,rng_stream_51,5,0,180,price_opt1_path51,1,2,36,30,1131
53,rng_stream_52,4,2,181,price_opt1_path52,4,2,74,32,831
54,rng_stream_53,4,3,182,price_opt1_path53,4,0,126,35,831
55,rng_stream_54,1,0,183,price_opt1_path54,3,3,41,30,831
56,rng_stream_55,0,0,184,price_opt1_path55,0,2,85,33,1431
57,rng_stream_56,3,2,185,price_opt1_path56,3,3,94,33,1131
58,rng_stream_57,0,1,186,price_opt1_path57,0,3,74,32,1431
59,rng_stream_58,2,0,187,price_opt1_path58,2,2,108,34,1131
60,rng_stream_59,5,1,188,price_opt1_path59,5,1,100,34,1131
61,rng_stream_60,4,0,189,price_opt1_path60,4,3,101,34,1131
62,rng_stream_61,4,1,190,price_opt1_path61,4,0,80,32,1131
63,rng_stream_62,6,3,191,price_opt1_path62,6,1,103,34,531
64,rng_stream_63,0,2,192,price_opt1_path63,0,0,116,35,1431
1,rng_stream_0,4,0,193,price_opt2_path0,4,0,86,33,531
2,rng_stream_1,0,0,194,price_opt2_path1,0,3,98,34,531
3,rng_stream_2,3,0,195,price_opt2_path2,3,1,67,32,531
4,rng_stream_3,1,0,196,price_opt2_path3,1,3,89,33,531
5,rng_stream_4,2,1,197,price_opt2_path4,2,0,78,32,531
6,rng_stream_5,2,2,198,price_opt2_path5,2,2,75,32,531
7,rng_stream_6,6,0,199,price_opt2_path6,1,2,55,31,531
8,rng_stream_7,3,1,200,price_opt2_path7,3,3,108,34,531
9,rng_stream_8,0,1,201,price_opt2_path8,0,1,74,32,531
10,rng_stream_9,4,1,202,price_opt2_path9,4,1,99,34,531
11,rng_stream_10,0,2,203,price_opt2_path10,0,0,111,34,531
12,rng_stream_11,0,3,204,price_opt2_path11,0,1,68,32,531
13,rng_stream_12,1,1,205,price_opt2_path12,1,1,124,35,531
14,rng_stream_13,1,2,206,price_opt2_path13,1,2,126,35,531
15,rng_stream_14,2,3,207,price_opt2_path14,2,1,73,32,531
16,rng_stream_15,2,0,208,price_opt2_path15,2,0,80,32,531
17,rng_stream_16,6,1,209,price_opt2_path16,6,1,96,33,531
18,rng_stream_17,3,2,210,price_opt2_path17,4,3,54,31,531
19,rng_stream_18,6,2,211,price_opt2_path18,6,1,85,33,531
20,rng_stream_19,4,2,212,price_opt2_path19,4,0,127,35,531
21,rng_stream_20,3,3,213,price_opt2_path20,3,2,37,30,531
22,rng_stream_21,4,3,214,price_opt2_path21,4,3,91,33,531
23,rng_stream_22,0,0,215,price_opt2_path22,6,3,42,30,831
24,rng_stream_23,5,0,216,price_opt2_path23,5,3,76,32,531
25,rng_stream_24,5,1,217,price_opt2_path24,5,0,103,34,531
26,rng_stream_25,3,0,218,price_opt2_path25,3,0,64,31,831
27,rng_stream_26,3,1,219,price_opt2_path26,3,1,84,33,831
28,rng_stream_27,1,3,220,price_opt2_path27,1,3,124,35,531
29,rng_stream_28,2,0,221,price_opt2_path28,5,2,43,30,831
30,rng_stream_29,5,2,222,price_opt2_path29,5,1,127,35,531
31,rng_stream_30,2,1,223,price_opt2_path30,2,0,104,34,831
32,rng_stream_31,5,3,224,price_opt2_path31,5,0,114,35,531
33,rng_stream_32,4,0,225,price_opt2_path32,4,3,103,34,831
34,rng_stream_33,0,1,226,price_opt2_path33,0,2,57,31,831
35,rng_stream_34,0,2,227,price_opt2_path34,0,2,124,35,831
36,rng_stream_35,3,2,228,price_opt2_path35,3,2,58,31,831
37,rng_stream_36,0,3,229,price_opt2_path36,0,1,126,35,831
38,rng_stream_37,3,3,230,price_opt2_path37,3,3,97,34,831
39,rng_stream_38,5,0,231,price_opt2_path38,5,0,110,34,831
40,rng_stream_39,5,1,232,price_opt2_path39,5,1,74,32,831
41,rng_stream_40,3,0,233,price_opt2_path40,1,1,42,30,1131
42,rng_stream_41,2,2,234,price_opt2_path41,2,0,126,35,831
43,rng_stream_42,0,0,235,price_opt2_path42,0,3,69,32,1131
44,rng_stream_43,3,1,236,price_opt2_path43,3,0,75,32,1131
45,rng_stream_44,5,2,237,price_opt2_path44,4,1,50,31,831
46,rng_stream_45,4,1,238,price_opt2_path45,4,0,118,35,831
47,rng_stream_46,0,1,239,price_opt2_path46,0,0,78,32,1131
48,rng_stream_47,2,3,240,price_opt2_path47,2,0,52,31,831
49,rng_stream_48,0,2,241,price_opt2_path48,0,0,91,33,1131
50,rng_stream_49,5,3,242,price_opt2_path49,5,3,82,33,831
51,rng_stream_50,0,3,243,price_opt2_path50,0,2,71,32,1131
52,rng_stream_51,5,0,244,price_opt2_path51,5,3,63,31,1131
53,rng_stream_52,4,2,245,price_opt2_path52,4,1,89,33,831
54,rng_stream_53,4,3,246,price_opt2_path53,4,2,69,32,831
55,rng_stream_54,1,0,247,price_opt2_path54,1,3,75,32,831
56,rng_stream_55,0,0,248,price_opt2_path55,4,2,55,31,1431
57,rng_stream_56,3,2,249,price_opt2_path56,3,2,88,33,1131
58,rng_stream_57,0,1,250,price_opt2_path57,0,0,124,35,1431
59,rng_stream_58,2,0,251,price_opt2_path58,2,1,89,33,1131
60,rng_stream_59,5,1,252,price_opt2_path59,5,0,59,31,1131
61,rng_stream_60,4,0,253,price_opt2_path60,6,0,39,30,1131
62,rng_stream_61,4,1,254,price_opt2_path61,4,3,86,33,1131
63,rng_stream_62,6,3,255,price_opt2_path62,6,2,50,31,531
64,rng_stream_63,0,2,256,price_opt2_path63,0,1,87,33,1431
1,rng_stream_0,4,0,257,price_opt3_path0,5,2,45,30,531
2,rng_stream_1,0,0,258,price_opt3_path1,3,1,68,32,531
3,rng_stream_2,3,0,259,price_opt3_path2,6,0,64,31,531
4,rng_stream_3,1,0,260,price_opt3_path3,1,0,85,33,531
5,rng_stream_4,2,1,261,price_opt3_path4,6,3,51,31,531
6,rng_stream_5,2,2,262,price_opt3_path5,2,0,56,31,531
7,rng_stream_6,6,0,263,price_opt3_path6,6,3,110,34,531
8,rng_stream_7,3,1,264,price_opt3_path7,5,2,121,35,531
9,rng_stream_8,0,1,265,price_opt3_path8,2,3,119,35,531
10,rng_stream_9,4,1,266,price_opt3_path9,4,3,74,32,531
11,rng_stream_10,0,2,267,price_opt3_path10,6,3,34,30,531
12,rng_stream_11,0,3,268,price_opt3_path11,6,2,108,34,531
13,rng_stream_12,1,1,269,price_opt3_path12,1,0,49,31,531
14,rng_stream_13,1,2,270,price_opt3_path13,1,1,87,33,531
15,rng_stream_14,2,3,271,price_opt3_path14,0,2,66,32,531
16,rng_stream_15,2,0,272,price_opt3_path15,2,1,105,34,531
17,rng_stream_16,6,1,273,price_opt3_path16,6,3,83,33,531
18,rng_stream_17,3,2,274,price_opt3_path17,3,0,67,32,531
19,rng_stream_18,6,2,275,price_opt3_path18,2,1,71,32,531
20,rng_stream_19,4,2,276,price_opt3_path19,5,0,55,31,531
21,rng_stream_20,3,3,277,price_opt3_path20,1,2,42,30,531
22,rng_stream_21,4,3,278,price_opt3_path21,5,1,52,31,531
23,rng_stream_22,0,0,279,price_opt3_path22,0,0,99,34,831
24,rng_stream_23,5,0,280,price_opt3_path23,5,1,121,35,531
25,rng_stream_24,5,1,281,price_opt3_path24,4,1,118,35,531
26,rng_stream_25,3,0,282,price_opt3_path25,3,2,66,32,831
27,rng_stream_26,3,1,283,price_opt3_path26,2,1,111,34,831
28,rng_stream_27,1,3,284,price_opt3_path27,2,3,69,32,531
29,rng_stream_28,2,0,285,price_opt3_path28,5,3,35,30,831
30,rng_stream_29,5,2,286,price_opt3_path29,1,0,118,35,531
31,rng_stream_30,2,1,287,price_opt3_path30,4,2,80,32,831
32,rng_stream_31,5,3,288,price_opt3_path31,1,1,34,30,531
33,rng_stream_32,4,0,289,price_opt3_path32,4,2,118,35,831
34,rng_stream_33,0,1,290,price_opt3_path33,3,3,128,35,831
35,rng_stream_34,0,2,291,price_opt3_path34,6,2,59,31,831
36,rng_stream_35,3,2,292,price_opt3_path35,3,1,75,32,831
37,rng_stream_36,0,3,293,price_opt3_path36,2,1,114,35,831
38,rng_stream_37,3,3,294,price_opt3_path37,6,2,78,32,831
39,rng_stream_38,5,0,295,price_opt3_path38,4,3,58,31,831
40,rng_stream_39,5,1,296,price_opt3_path39,4,3,113,35,831
41,rng_stream_40,3,0,297,price_opt3_path40,3,2,50,31,1131
42,rng_stream_41,2,2,298,price_opt3_path41,2,3,115,35,831
43,rng_stream_42,0,0,299,price_opt3_path42,0,2,61,31,1131
44,rng_stream_43,3,1,300,price_opt3_path43,3,3,43,30,1131
45,rng_stream_44,5,2,301,price_opt3_path44,4,0,54,31,831
46,rng_stream_45,4,1,302,price_opt3_path45,5,0,50,31,831
47,rng_stream_46,0,1,303,price_opt3_path46,3,1,118,35,1131
48,rng_stream_47,2,3,304,price_opt3_path47,2,2,101,34,831
49,rng_stream_48,0,2,305,price_opt3_path48,3,0,58,31,1131
50,rng_stream_49,5,3,306,price_opt3_path49,5,3,64,31,831
51,rng_stream_50,0,3,307,price_opt3_path50,5,2,44,30,1131
52,rng_stream_51,5,0,308,price_opt3_path51,5,2,77,32,1131
53,rng_stream_52,4,2,309,price_opt3_path52,4,3,116,35,831
54,rng_stream_53,4,3,310,price_opt3_path53,4,3,95,33,831
55,rng_stream_54,1,0,311,price_opt3_path54,1,0,103,34,831
56,rng_stream_55,0,0,312,price_opt3_path55,0,1,112,34,1431
57,rng_stream_56,3,2,313,price_opt3_path56,6,3,108,34,1131
58,rng_stream_57,0,1,314,price_opt3_path57,2,0,105,34,1431
59,rng_stream_58,2,0,315,price_opt3_path58,6,0,89,33,1131
60,rng_stream_59,5,1,316,price_opt3_path59,5,2,53,31,1131
61,rng_stream_60,4,0,317,price_opt3_path60,4,0,79,32,1131
62,rng_stream_61,4,1,318,price_opt3_path61,4,1,92,33,1131
63,rng_stream_62,6,3,319,price_opt3_path62,6,3,124,35,531
64,rng_stream_63,0,2,320,price_opt3_path63,6,0,55,31,1431
1,rng_stream_0,4,0,321,price_opt4_path0,5,3,39,30,531
2,rng_stream_1,0,0,322,price_opt4_path1,2,0,80,32,531
3,rng_stream_2,3,0,323,price_opt4_path2,5,2,74,32,531
4,rng_stream_3,1,0,324,price_opt4_path3,1,1,61,31,531
5,rng_stream_4,2,1,325,price_opt4_path4,2,2,79,32,531
6,rng_stream_5,2,2,326,price_opt4_path5,1,3,118,35,531
7,rng_stream_6,6,0,327,price_opt4_path6,6,0,81,33,531
8,rng_stream_7,3,1,328,price_opt4_path7,4,3,66,32,531
9,rng_stream_8,0,1,329,price_opt4_path8,1,0,119,35,531
10,rng_stream_9,4,1,330,price_opt4_path9,4,2,101,34,531
11,rng_stream_10,0,2,331,price_opt4_path10,3,3,94,33,531
12,rng_stream_11,0,3,332,price_opt4_path11,5,3,56,31,531
13,rng_stream_12,1,1,333,price_opt4_path12,6,0,45,30,531
14,rng_stream_13,1,2,334,price_opt4_path13,1,3,105,34,531
15,rng_stream_14,2,3,335,price_opt4_path14,6,0,86,33,531
16,rng_stream_15,2,0,336,price_opt4_path15,4,1,46,30,531
17,rng_stream_16,6,1,337,price_opt4_path16,1,0,124,35,531
18,rng_stream_17,3,2,338,price_opt4_path17,3,3,54,31,531
19,rng_stream_18,6,2,339,price_opt4_path18,1,0,128,35,531
20,rng_stream_19,4,2,340,price_opt4_path19,4,3,110,34,531
21,rng_stream_20,3,3,341,price_opt4_path20,3,3,92,33,531
22,rng_stream_21,4,3,342,price_opt4_path21,5,2,47,30,531
23,rng_stream_22,0,0,343,price_opt4_path22,0,1,108,34,831
24,rng_stream_23,5,0,344,price_opt4_path23,6,3,121,35,531
25,rng_stream_24,5,1,345,price_opt4_path24,6,3,40,30,531
26,rng_stream_25,3,0,346,price_opt4_path25,1,0,48,30,831
27,rng_stream_26,3,1,347,price_opt4_path26,1,3,109,34,831
28,rng_stream_27,1,3,348,price_opt4_path27,1,1,103,34,531
29,rng_stream_28,2,0,349,price_opt4_path28,2,1,114,35,831
30,rng_stream_29,5,2,350,price_opt4_path29,0,1,89,33,531
31,rng_stream_30,2,1,351,price_opt4_path30,6,3,42,30,831
32,rng_stream_31,5,3,352,price_opt4_path31,5,3,81,33,531
33,rng_stream_32,4,0,353,price_opt4_path32,3,2,42,30,831
34,rng_stream_33,0,1,354,price_opt4_path33,2,3,103,34,831
35,rng_stream_34,0,2,355,price_opt4_path34,4,2,57,31,831
36,rng_stream_35,3,2,356,price_opt4_path35,6,2,93,33,831
37,rng_stream_36,0,3,357,price_opt4_path36,5,0,33,30,831
38,rng_stream_37,3,3,358,price_opt4_path37,5,3,74,32,831
39,rng_stream_38,5,0,359,price_opt4_path38,5,1,118,35,831
40,rng_stream_39,5,1,360,price_opt4_path39,5,3,40,30,831
41,rng_stream_40,3,0,361,price_opt4_path40,3,1,110,34,1131
42,rng_stream_41,2,2,362,price_opt4_path41,2,1,73,32,831
43,rng_stream_42,0,0,363,price_opt4_path42,1,3,46,30,1131
44,rng_stream_43,3,1,364,price_opt4_path43,3,0,35,30,1131
45,rng_stream_44,5,2,365,price_opt4_path44,5,3,109,34,831
46,rng_stream_45,4,1,366,price_opt4_path45,5,2,44,30,831
47,rng_stream_46,0,1,367,price_opt4_path46,2,2,101,34,1131
48,rng_stream_47,2,3,368,price_opt4_path47,2,3,100,34,831
49,rng_stream_48,0,2,369,price_opt4_path48,0,2,80,32,1131
50,rng_stream_49,5,3,370,price_opt4_path49,5,1,42,30,831
51,rng_stream_50,0,3,371,price_opt4_path50,0,3,81,33,1131
52,rng_stream_51,5,0,372,price_opt4_path51,6,0,92,33,1131
53,rng_stream_52,4,2,373,price_opt4_path52,4,0,82,33,831
54,rng_stream_53,4,3,374,price_opt4_path53,6,0,57,31,831
55,rng_stream_54,1,0,375,price_opt4_path54,3,1,40,30,831
56,rng_stream_55,0,0,376,price_opt4_path55,0,0,101,34,1431
57,rng_stream_56,3,2,377,price_opt4_path56,4,2,51,31,1131
58,rng_stream_57,0,1,378,price_opt4_path57,1,2,67,32,1431
59,rng_stream_58,2,0,379,price_opt4_path58,5,0,107,34,1131
60,rng_stream_59,5,1,380,price_opt4_path59,5,3,117,35,1131
61,rng_stream_60,4,0,381,price_opt4_path60,4,2,61,31,1131
62,rng_stream_61,4,1,382,price_opt4_path61,6,3,46,30,1131
63,rng_stream_62,6,3,383,price_opt4_path62,3,0,103,34,531
64,rng_stream_63,0,2,384,price_opt4_path63,0,2,120,35,1431
1,rng_stream_0,4,0,385,price_opt5_path0,2,1,122,35,531
2,rng_stream_1,0,0,386,price_opt5_path1,5,3,34,30,531
3,rng_stream_2,3,0,387,price_opt5_path2,4,0,77,32,531
4,rng_stream_3,1,0,388,price_opt5_path3,3,2,36,30,531
5,rng_stream_4,2,1,389,price_opt5_path4,6,0,37,30,531
6,rng_stream_5,2,2,390,price_opt5_path5,0,3,93,33,531
7,rng_stream_6,6,0,391,price_opt5_path6,1,0,39,30,531
8,rng_stream_7,3,1,392,price_opt5_path7,3,1,128,35,531
9,rng_stream_8,0,1,393,price_opt5_path8,0,3,107,34,531
10,rng_stream_9,4,1,394,price_opt5_path9,6,2,99,34,531
11,rng_stream_10,0,2,395,price_opt5_path10,5,3,44,30,531
12,rng_stream_11,0,3,396,price_opt5_path11,4,2,58,31,531
13,rng_stream_12,1,1,397,price_opt5_path12,6,1,90,33,531
14,rng_stream_13,1,2,398,price_opt5_path13,0,0,92,33,531
15,rng_stream_14,2,3,399,price_opt5_path14,5,2,86,33,531
