cycle,event_kind,task_id,cluster_id,chiplet_id,core_id,note
0,TASK_DEFERRED,2880,16,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,16,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,17,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2752,17,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,17,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,18,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2688,18,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,18,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,19,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2624,19,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,19,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,20,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2496,20,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,20,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,21,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2432,21,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,21,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,22,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2304,22,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,22,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,23,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2240,23,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,23,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,24,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2048,24,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,24,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,25,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1984,25,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,25,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,26,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1920,26,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,26,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,27,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1728,27,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,27,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,28,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1664,28,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,28,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,29,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1600,29,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,29,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,30,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1536,30,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,30,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,31,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1216,31,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,31,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,32,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1088,32,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,32,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,33,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1024,33,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,33,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,34,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,960,34,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,34,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,35,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,896,35,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,35,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,36,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,832,36,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,36,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,37,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,704,37,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,37,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,38,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,640,38,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,38,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,39,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,512,39,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,39,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,40,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,448,40,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,40,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,41,-1,-1,"Phase1 COMM_HEAVY tasks=4"
0,TASK_DEFERRED,63,41,6,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,127,41,6,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,191,41,6,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,319,41,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,41,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,42,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,4159,42,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,42,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,43,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,4095,43,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,43,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,44,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,4031,44,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,44,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,45,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3967,45,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,45,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,46,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3839,46,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,46,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,47,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3775,47,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,47,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,48,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3711,48,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,48,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,49,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3519,49,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,49,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,50,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3455,50,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,50,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,51,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3391,51,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,51,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,52,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3327,52,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,52,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,53,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3199,53,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,53,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,54,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3135,54,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,54,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,55,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3071,55,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,55,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,56,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3007,56,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,56,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,57,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2943,57,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,57,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,58,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2879,58,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,58,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,59,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2815,59,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,59,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,60,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2751,60,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,60,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,61,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2687,61,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,61,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,62,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2623,62,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,62,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,63,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2559,63,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,63,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,64,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2495,64,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,64,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,65,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2367,65,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,65,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,66,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2303,66,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,66,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,67,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2175,67,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,67,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,68,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2111,68,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,68,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,69,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1983,69,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,69,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,70,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1919,70,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,70,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,71,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1855,71,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,71,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,72,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1727,72,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,72,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,73,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1599,73,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,73,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,74,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1343,74,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,74,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,75,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1215,75,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,75,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,76,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1151,76,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,76,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,77,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,959,77,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,77,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,78,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,895,78,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,78,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,79,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,831,79,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,79,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,80,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,383,80,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,80,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,81,-1,-1,"Phase1 COMM_HEAVY tasks=4"
0,TASK_DEFERRED,62,81,4,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,190,81,4,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,254,81,4,-1,"Predecessor not yet placed (speculative blocked)"
0,TASK_DEFERRED,318,81,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,81,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,82,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,4158,82,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,82,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,83,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,4030,83,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,83,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,84,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3966,84,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,84,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,85,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3902,85,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,85,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,86,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3838,86,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,86,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,87,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3774,87,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,87,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,88,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3710,88,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,88,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,89,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3646,89,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,89,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,90,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3582,90,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,90,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,91,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3518,91,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,91,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,92,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3390,92,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,92,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,93,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3326,93,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,93,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,94,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3262,94,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,94,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,95,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,3134,95,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,95,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,96,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2942,96,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,96,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,97,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2814,97,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,97,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,98,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2750,98,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,98,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,99,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2558,99,1,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,99,1,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,100,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2494,100,2,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,100,2,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,101,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2430,101,3,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,101,3,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,102,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2238,102,4,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,102,4,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,103,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2174,103,5,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,103,5,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,104,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2110,104,6,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,104,6,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,105,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,2046,105,0,-1,"Predecessor not yet placed (speculative blocked)"
0,CLUSTER_PLACED,-1,105,0,-1,"Single-chiplet placement"
0,CLUSTER_FORMED,-1,106,-1,-1,"Phase1 COMM_HEAVY tasks=1"
0,TASK_DEFERRED,1854,106,1,-1,"Predecessor not yet placed (speculative blocked)"
