task_id,name,type,criticality,exec_time,actual_duration,deadline,release_time,mem_io_penalty,data_ready_cycle,wait_cycles,slack_time,cluster_id,assigned_chiplet,assigned_core,replica_core,start_cycle,finish_cycle,state
29,init_place_28,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,602,900,99700,6872,4,0,2,1400,1700,COMPLETED
30,init_place_29,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,1310,1,1,-1,1100,1400,COMPLETED
31,init_place_30,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,1124,4,2,-1,1400,1700,COMPLETED
32,init_place_31,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,1123,3,2,-1,1100,1400,COMPLETED
33,init_place_32,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,645,600,99700,6867,5,0,2,1100,1400,COMPLETED
34,init_place_33,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,643,-1,1122,2,0,-1,1143,1443,COMPLETED
35,init_place_34,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,1121,1,2,-1,1100,1400,COMPLETED
36,init_place_35,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,606,600,99700,6861,1,3,-1,1100,1400,COMPLETED
37,init_place_36,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,1,1,0,-1,1400,1700,COMPLETED
38,init_place_37,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,937,6,1,-1,1100,1400,COMPLETED
39,init_place_38,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,647,900,99700,6861,1,1,2,1400,1700,COMPLETED
40,init_place_39,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,561,900,99700,6861,1,2,3,1400,1700,COMPLETED
41,init_place_40,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,877,-1,751,2,3,-1,1377,1677,COMPLETED
42,init_place_41,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,750,1,3,-1,1400,1700,COMPLETED
43,init_place_42,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,749,0,2,-1,1700,2000,COMPLETED
44,init_place_43,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,748,6,2,-1,1100,1400,COMPLETED
45,init_place_44,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,561,1200,99700,6856,0,3,3,1700,2000,COMPLETED
46,init_place_45,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,561,600,99700,6850,3,3,3,1100,1400,COMPLETED
47,init_place_46,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,602,900,99700,6850,3,0,2,1400,1700,COMPLETED
48,init_place_47,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,557,4,0,-1,1700,2000,COMPLETED
49,init_place_48,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,556,3,1,-1,1400,1700,COMPLETED
50,init_place_49,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,943,-1,555,2,0,-1,1443,1743,COMPLETED
51,init_place_50,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,375,4,2,-1,1700,2000,COMPLETED
52,init_place_51,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,602,1200,99700,6845,1,0,2,1700,2000,COMPLETED
53,init_place_52,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,374,3,2,-1,1400,1700,COMPLETED
54,init_place_53,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1177,-1,373,2,3,-1,1677,1977,COMPLETED
55,init_place_54,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,372,1,1,-1,1700,2000,COMPLETED
56,init_place_55,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,600,-1,194,5,1,-1,1100,1400,COMPLETED
57,init_place_56,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1500,-1,193,4,0,-1,2000,2300,COMPLETED
58,init_place_57,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,602,1500,99700,6841,0,0,2,2000,2300,COMPLETED
59,init_place_58,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,900,-1,192,3,3,-1,1400,1700,COMPLETED
60,init_place_59,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1243,-1,191,2,0,-1,1743,2043,COMPLETED
61,init_place_60,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,3,3,0,-1,1700,2000,COMPLETED
62,init_place_61,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1327,-1,2,2,2,-1,1827,2127,COMPLETED
63,init_place_62,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1200,-1,1,1,2,-1,1700,2000,COMPLETED
64,init_place_63,COMPUTE_LIGHT,HIGH,300,300,100000,0,0,543,1500,-1,0,0,1,-1,2000,2300,COMPLETED
65,anneal_i0_e0,COMPUTE_HEAVY,HIGH,5060,5060,100000,0,0,1141,900,-1,2594,4,2,-1,2000,7060,COMPLETED
66,anneal_i0_e1,COMPUTE_HEAVY,HIGH,2989,2989,100000,0,0,1744,4629,-1,6909,0,2,-1,6329,9318,COMPLETED
67,anneal_i0_e2,COMPUTE_HEAVY,HIGH,2457,2457,100000,0,0,1741,6937,-1,6908,0,0,-1,8637,11094,COMPLETED
68,anneal_i0_e3,COMPUTE_HEAVY,HIGH,7304,7304,100000,0,0,2059,9094,-1,749,0,0,-1,11094,18398,COMPLETED
69,anneal_i0_e4,COMPUTE_HEAVY,HIGH,4607,4607,100000,0,0,2336,3337,-1,1124,4,3,-1,5637,10244,COMPLETED
70,anneal_i0_e5,COMPUTE_HEAVY,HIGH,6662,6662,100000,0,0,885,857,-1,2201,3,1,-1,1700,8362,COMPLETED
71,anneal_i0_e6,COMPUTE_HEAVY,HIGH,6867,6867,100000,0,0,2056,7318,-1,1673,0,2,-1,9318,16185,COMPLETED
72,anneal_i0_e7,COMPUTE_HEAVY,HIGH,3218,3218,100000,0,0,1495,557,-1,2171,1,1,-1,2000,5218,COMPLETED
73,anneal_i0_e8,COMPUTE_HEAVY,HIGH,7887,7887,100000,0,0,2051,3582,-1,557,4,1,-1,5582,13469,COMPLETED
74,anneal_i0_e9,COMPUTE_HEAVY,HIGH,2011,2011,100000,0,0,2167,14058,-1,6897,0,2,-1,16185,18196,COMPLETED
75,anneal_i0_e10,COMPUTE_HEAVY,HIGH,4315,4315,100000,0,0,1444,44,-1,1860,5,2,0,1444,5759,COMPLETED
76,anneal_i0_e11,COMPUTE_HEAVY,HIGH,4846,4846,100000,0,0,1755,600,-1,1855,0,0,1,2300,7146,COMPLETED
77,anneal_i0_e12,COMPUTE_HEAVY,HIGH,6765,6765,100000,0,0,1745,45,-1,1854,6,0,-1,1745,8510,COMPLETED
78,anneal_i0_e13,COMPUTE_HEAVY,HIGH,5741,5741,100000,0,0,1752,3633,-1,374,3,3,-1,5333,11074,COMPLETED
79,anneal_i0_e14,COMPUTE_HEAVY,HIGH,5652,5652,100000,0,0,2020,9097,-1,752,3,3,-1,11074,16726,COMPLETED
80,anneal_i0_e15,COMPUTE_HEAVY,HIGH,3046,3046,100000,0,0,1158,600,-1,1676,3,2,-1,1700,4746,COMPLETED
81,anneal_i0_e16,COMPUTE_HEAVY,HIGH,1491,1491,100000,0,0,1743,5446,-1,6882,0,0,-1,7146,8637,COMPLETED
82,anneal_i0_e17,COMPUTE_HEAVY,HIGH,2115,2115,100000,0,0,2043,685,-1,748,6,2,-1,2685,4800,COMPLETED
83,anneal_i0_e18,COMPUTE_HEAVY,HIGH,7258,7258,100000,0,0,2342,7049,-1,1675,2,3,-1,9349,16607,COMPLETED
84,anneal_i0_e19,COMPUTE_HEAVY,HIGH,7760,7760,100000,0,0,2055,8658,-1,1673,0,3,-1,10658,18418,COMPLETED
85,anneal_i0_e20,COMPUTE_HEAVY,HIGH,8354,8354,100000,0,0,1145,600,-1,1492,1,3,-1,1700,10054,COMPLETED
86,anneal_i0_e21,COMPUTE_HEAVY,HIGH,4329,4329,100000,0,0,1441,600,-1,1491,0,2,3,2000,6329,COMPLETED
87,anneal_i0_e22,COMPUTE_HEAVY,HIGH,1234,1234,100000,0,0,1741,4059,-1,1489,5,2,-1,5759,6993,COMPLETED
88,anneal_i0_e23,COMPUTE_HEAVY,HIGH,7984,7984,100000,0,0,2050,9796,-1,1,1,0,-1,11796,19780,COMPLETED
89,anneal_i0_e24,COMPUTE_HEAVY,HIGH,8487,8487,100000,0,0,2353,14469,-1,0,0,1,-1,16769,25256,COMPLETED
90,anneal_i0_e25,COMPUTE_HEAVY,HIGH,7366,7366,100000,0,0,1451,900,-1,1313,4,0,-1,2300,9666,COMPLETED
91,anneal_i0_e26,COMPUTE_HEAVY,HIGH,7970,7970,100000,0,0,1744,3046,-1,1312,3,2,-1,4746,12716,COMPLETED
92,anneal_i0_e27,COMPUTE_HEAVY,HIGH,7982,7982,100000,0,0,2027,150,-1,373,2,2,-1,2127,10109,COMPLETED
93,anneal_i0_e28,COMPUTE_HEAVY,HIGH,2244,2244,100000,0,0,2057,7552,-1,372,1,0,-1,9552,11796,COMPLETED
94,anneal_i0_e29,COMPUTE_HEAVY,HIGH,9012,9012,100000,0,0,2058,4993,-1,194,5,2,-1,6993,16005,COMPLETED
95,anneal_i0_e30,COMPUTE_HEAVY,HIGH,5445,5445,100000,0,0,1745,3680,-1,1125,5,3,-1,5380,10825,COMPLETED
96,anneal_i0_e31,COMPUTE_HEAVY,HIGH,6624,6624,100000,0,0,2045,10716,-1,1123,3,2,-1,12716,19340,COMPLETED
97,anneal_i0_e32,COMPUTE_HEAVY,HIGH,3321,3321,100000,0,0,1756,8866,-1,192,3,0,-1,10566,13887,COMPLETED
98,anneal_i0_e33,COMPUTE_HEAVY,HIGH,3321,3321,100000,0,0,2101,3893,-1,191,2,0,-1,5936,9257,COMPLETED
99,anneal_i0_e34,COMPUTE_HEAVY,HIGH,8826,8826,100000,0,0,2056,11887,-1,3,3,0,-1,13887,22713,COMPLETED
100,anneal_i0_e35,COMPUTE_HEAVY,HIGH,7552,7552,100000,0,0,1441,600,-1,939,1,0,2,2000,9552,COMPLETED
101,anneal_i0_e36,COMPUTE_HEAVY,HIGH,3893,3893,100000,0,0,1799,300,-1,555,2,0,-1,2043,5936,COMPLETED
102,anneal_i0_e37,COMPUTE_HEAVY,HIGH,2101,2101,100000,0,0,2349,15896,-1,938,0,2,-1,18196,20297,COMPLETED
103,anneal_i0_e38,COMPUTE_HEAVY,HIGH,1007,1007,100000,0,0,2050,7325,-1,2577,1,1,-1,9325,10332,COMPLETED
104,anneal_i0_e39,COMPUTE_HEAVY,HIGH,1586,1586,100000,0,0,1753,2351,-1,2545,4,3,-1,4051,5637,COMPLETED
105,anneal_i0_e40,COMPUTE_HEAVY,HIGH,8566,8566,100000,0,0,1714,323,-1,752,3,0,-1,2000,10566,COMPLETED
106,anneal_i0_e41,COMPUTE_HEAVY,HIGH,7885,7885,100000,0,0,2042,8054,-1,750,1,3,-1,10054,17939,COMPLETED
107,anneal_i0_e42,COMPUTE_HEAVY,HIGH,4217,4217,100000,0,0,2037,7303,-1,194,5,1,-1,9303,13520,COMPLETED
108,anneal_i0_e43,COMPUTE_HEAVY,HIGH,5607,5607,100000,0,0,2346,13565,-1,1674,1,1,-1,15865,21472,COMPLETED
109,anneal_i0_e44,COMPUTE_HEAVY,HIGH,8161,8161,100000,0,0,2339,20413,-1,2180,3,0,-1,22713,30874,COMPLETED
110,anneal_i0_e45,COMPUTE_HEAVY,HIGH,8746,8746,100000,0,0,1439,39,-1,559,6,3,1,1439,10185,COMPLETED
111,anneal_i0_e46,COMPUTE_HEAVY,HIGH,5828,5828,100000,0,0,2093,8782,-1,558,5,3,-1,10825,16653,COMPLETED
112,anneal_i0_e47,COMPUTE_HEAVY,HIGH,8586,8586,100000,0,0,2053,14726,-1,3,3,3,-1,16726,25312,COMPLETED
113,anneal_i0_e48,COMPUTE_HEAVY,HIGH,9615,9615,100000,0,0,2186,7130,-1,2,2,0,-1,9257,18872,COMPLETED
114,anneal_i0_e49,COMPUTE_HEAVY,HIGH,7884,7884,100000,0,0,2037,1900,-1,555,2,1,-1,3900,11784,COMPLETED
115,anneal_i0_e50,COMPUTE_HEAVY,HIGH,4408,4408,100000,0,0,2045,8074,-1,376,5,0,-1,10074,14482,COMPLETED
116,anneal_i0_e51,COMPUTE_HEAVY,HIGH,4777,4777,100000,0,0,2050,9992,-1,6910,0,1,-1,11992,16769,COMPLETED
117,anneal_i0_e52,COMPUTE_HEAVY,HIGH,9234,9234,100000,0,0,1743,6662,-1,2544,3,1,-1,8362,17596,COMPLETED
118,anneal_i0_e53,COMPUTE_HEAVY,HIGH,5745,5745,100000,0,0,2030,1627,-1,373,2,3,-1,3604,9349,COMPLETED
119,anneal_i0_e54,COMPUTE_HEAVY,HIGH,2200,2200,100000,0,0,2049,8332,-1,1310,1,1,-1,10332,12532,COMPLETED
120,anneal_i0_e55,COMPUTE_HEAVY,HIGH,3923,3923,100000,0,0,1457,57,-1,194,5,3,1,1457,5380,COMPLETED
121,anneal_i0_e56,COMPUTE_HEAVY,HIGH,8683,8683,100000,0,0,2359,4760,-1,193,4,2,-1,7060,15743,COMPLETED
122,anneal_i0_e57,COMPUTE_HEAVY,HIGH,2806,2806,100000,0,0,2350,7366,-1,2181,4,0,-1,9666,12472,COMPLETED
123,anneal_i0_e58,COMPUTE_HEAVY,HIGH,1627,1627,100000,0,0,1747,277,-1,1122,2,3,-1,1977,3604,COMPLETED
124,anneal_i0_e59,COMPUTE_HEAVY,HIGH,3333,3333,100000,0,0,2094,10489,-1,2164,1,1,-1,12532,15865,COMPLETED
125,anneal_i0_e60,COMPUTE_HEAVY,HIGH,5662,5662,100000,0,0,2052,15596,-1,3,3,1,-1,17596,23258,COMPLETED
126,anneal_i0_e61,COMPUTE_HEAVY,HIGH,2992,2992,100000,0,0,2178,11393,-1,1860,5,1,-1,13520,16512,COMPLETED
127,anneal_i0_e62,COMPUTE_HEAVY,HIGH,9088,9088,100000,0,0,2040,17340,-1,1487,3,2,-1,19340,28428,COMPLETED
128,anneal_i0_e63,COMPUTE_HEAVY,HIGH,3209,3209,100000,0,0,2341,7944,-1,1313,4,3,-1,10244,13453,COMPLETED
129,anneal_i1_e0,COMPUTE_HEAVY,HIGH,5173,5173,100000,0,0,7106,9452,-1,2595,5,1,-1,16512,21685,COMPLETED
130,anneal_i1_e1,COMPUTE_HEAVY,HIGH,2606,2606,100000,0,0,16785,3571,-1,2548,0,2,-1,20297,22903,COMPLETED
131,anneal_i1_e2,COMPUTE_HEAVY,HIGH,9538,9538,100000,0,0,11836,17000,-1,1676,3,1,-1,28796,38334,COMPLETED
132,anneal_i1_e3,COMPUTE_HEAVY,HIGH,6039,6039,100000,0,0,18457,4505,-1,749,0,2,-1,22903,28942,COMPLETED
133,anneal_i1_e4,COMPUTE_HEAVY,HIGH,9849,9849,100000,0,0,21510,4238,-1,193,4,2,-1,25710,35559,COMPLETED
134,anneal_i1_e5,COMPUTE_HEAVY,HIGH,7592,7592,100000,0,0,8420,16950,-1,2201,3,3,-1,25312,32904,COMPLETED
135,anneal_i1_e6,COMPUTE_HEAVY,HIGH,1474,1474,100000,0,0,18463,3605,-1,2183,6,3,-1,22023,23497,COMPLETED
136,anneal_i1_e7,COMPUTE_HEAVY,HIGH,9337,9337,100000,0,0,10112,3871,-1,191,2,1,-1,13925,23262,COMPLETED
137,anneal_i1_e8,COMPUTE_HEAVY,HIGH,2810,2810,100000,0,0,25351,3691,-1,557,4,0,-1,29003,31813,COMPLETED
138,anneal_i1_e9,COMPUTE_HEAVY,HIGH,5246,5246,100000,0,0,18928,2973,-1,2,2,0,-1,21845,27091,COMPLETED
139,anneal_i1_e10,COMPUTE_HEAVY,HIGH,7020,7020,100000,0,0,5815,12639,-1,1862,0,0,-1,18398,25418,COMPLETED
140,anneal_i1_e11,COMPUTE_HEAVY,HIGH,7359,7359,100000,0,0,25296,15774,-1,1858,3,3,-1,41030,48389,COMPLETED
141,anneal_i1_e12,COMPUTE_HEAVY,HIGH,3396,3396,100000,0,0,10385,7607,-1,2577,1,3,-1,17939,21335,COMPLETED
142,anneal_i1_e13,COMPUTE_HEAVY,HIGH,5518,5518,100000,0,0,17647,17074,-1,374,3,2,-1,34670,40188,COMPLETED
143,anneal_i1_e14,COMPUTE_HEAVY,HIGH,8126,8126,100000,0,0,16776,16178,-1,752,3,3,-1,32904,41030,COMPLETED
144,anneal_i1_e15,COMPUTE_HEAVY,HIGH,1364,1364,100000,0,0,4803,18512,-1,1676,3,1,-1,23258,24622,COMPLETED
145,anneal_i1_e16,COMPUTE_HEAVY,HIGH,4423,4423,100000,0,0,16043,5467,-1,2493,1,1,-1,21472,25895,COMPLETED
146,anneal_i1_e17,COMPUTE_HEAVY,HIGH,9228,9228,100000,0,0,21521,4600,-1,1125,5,0,-1,26072,35300,COMPLETED
147,anneal_i1_e18,COMPUTE_HEAVY,HIGH,7641,7641,100000,0,0,30911,13417,-1,1123,3,0,-1,44291,51932,COMPLETED
148,anneal_i1_e19,COMPUTE_HEAVY,HIGH,9156,9156,100000,0,0,18464,19916,-1,192,3,1,-1,38334,47490,COMPLETED
149,anneal_i1_e20,COMPUTE_HEAVY,HIGH,7707,7707,100000,0,0,10106,7050,-1,1492,1,2,-1,17104,24811,COMPLETED
150,anneal_i1_e21,COMPUTE_HEAVY,HIGH,2527,2527,100000,0,0,22767,2574,-1,1491,0,3,-1,25287,27814,COMPLETED
151,anneal_i1_e22,COMPUTE_HEAVY,HIGH,1892,1892,100000,0,0,18920,4390,-1,2,2,1,-1,23262,25154,COMPLETED
152,anneal_i1_e23,COMPUTE_HEAVY,HIGH,7244,7244,100000,0,0,28481,53,-1,555,2,0,-1,28481,35725,COMPLETED
153,anneal_i1_e24,COMPUTE_HEAVY,HIGH,8978,8978,100000,0,0,25311,1746,-1,0,0,0,-1,27002,35980,COMPLETED
154,anneal_i1_e25,COMPUTE_HEAVY,HIGH,6023,6023,100000,0,0,9704,6987,-1,1314,5,3,-1,16653,22676,COMPLETED
155,anneal_i1_e26,COMPUTE_HEAVY,HIGH,1976,1976,100000,0,0,12758,6627,-1,2546,5,2,-1,19343,21319,COMPLETED
156,anneal_i1_e27,COMPUTE_HEAVY,HIGH,6242,6242,100000,0,0,10623,17862,-1,752,3,2,-1,28428,34670,COMPLETED
157,anneal_i1_e28,COMPUTE_HEAVY,HIGH,6685,6685,100000,0,0,18441,6624,-1,372,1,3,-1,25022,31707,COMPLETED
158,anneal_i1_e29,COMPUTE_HEAVY,HIGH,9884,9884,100000,0,0,16064,1057,-1,1124,4,3,-1,17062,26946,COMPLETED
159,anneal_i1_e30,COMPUTE_HEAVY,HIGH,1414,1414,100000,0,0,10884,7104,-1,1125,5,2,-1,17929,19343,COMPLETED
160,anneal_i1_e31,COMPUTE_HEAVY,HIGH,5891,5891,100000,0,0,30925,14406,-1,2180,3,2,-1,45280,51171,COMPLETED
161,anneal_i1_e32,COMPUTE_HEAVY,HIGH,9438,9438,100000,0,0,13933,114,-1,559,6,0,-1,14001,23439,COMPLETED
162,anneal_i1_e33,COMPUTE_HEAVY,HIGH,6289,6289,100000,0,0,16706,802,-1,557,4,1,-1,17455,23744,COMPLETED
163,anneal_i1_e34,COMPUTE_HEAVY,HIGH,7107,7107,100000,0,0,25358,6110,-1,4,4,1,-1,31422,38529,COMPLETED
164,anneal_i1_e35,COMPUTE_HEAVY,HIGH,2141,2141,100000,0,0,9597,2232,-1,940,2,1,-1,11784,13925,COMPLETED
165,anneal_i1_e36,COMPUTE_HEAVY,HIGH,3909,3909,100000,0,0,11826,7996,-1,1856,1,0,-1,19780,23689,COMPLETED
166,anneal_i1_e37,COMPUTE_HEAVY,HIGH,5695,5695,100000,0,0,20336,4076,-1,376,5,3,-1,24373,30068,COMPLETED
167,anneal_i1_e38,COMPUTE_HEAVY,HIGH,1601,1601,100000,0,0,16808,1320,-1,2594,4,0,-1,18089,19690,COMPLETED
168,anneal_i1_e39,COMPUTE_HEAVY,HIGH,3359,3359,100000,0,0,17649,2333,-1,373,2,2,-1,19929,23288,COMPLETED
169,anneal_i1_e40,COMPUTE_HEAVY,HIGH,3609,3609,100000,0,0,10604,2887,-1,753,4,3,-1,13453,17062,COMPLETED
170,anneal_i1_e41,COMPUTE_HEAVY,HIGH,4371,4371,100000,0,0,17980,6872,-1,1310,1,2,-1,24811,29182,COMPLETED
171,anneal_i1_e42,COMPUTE_HEAVY,HIGH,2973,2973,100000,0,0,13576,5352,-1,2494,2,0,-1,18872,21845,COMPLETED
172,anneal_i1_e43,COMPUTE_HEAVY,HIGH,4130,4130,100000,0,0,21531,6198,-1,1674,1,0,-1,27670,31800,COMPLETED
173,anneal_i1_e44,COMPUTE_HEAVY,HIGH,1525,1525,100000,0,0,30915,6825,-1,1673,0,3,-1,37699,39224,COMPLETED
174,anneal_i1_e45,COMPUTE_HEAVY,HIGH,5504,5504,100000,0,0,10239,54,-1,559,6,3,-1,10239,15743,COMPLETED
175,anneal_i1_e46,COMPUTE_HEAVY,HIGH,3981,3981,100000,0,0,16692,7036,-1,2164,1,0,-1,23689,27670,COMPLETED
176,anneal_i1_e47,COMPUTE_HEAVY,HIGH,2076,2076,100000,0,0,25368,3630,-1,2156,0,2,-1,28942,31018,COMPLETED
177,anneal_i1_e48,COMPUTE_HEAVY,HIGH,8582,8582,100000,0,0,19821,3508,-1,940,2,2,-1,23288,31870,COMPLETED
178,anneal_i1_e49,COMPUTE_HEAVY,HIGH,7373,7373,100000,0,0,28482,7552,-1,0,0,0,-1,35980,43353,COMPLETED
179,anneal_i1_e50,COMPUTE_HEAVY,HIGH,2144,2144,100000,0,0,14535,6837,-1,376,5,2,-1,21319,23463,COMPLETED
180,anneal_i1_e51,COMPUTE_HEAVY,HIGH,1697,1697,100000,0,0,16817,5907,-1,2595,5,3,-1,22676,24373,COMPLETED
181,anneal_i1_e52,COMPUTE_HEAVY,HIGH,7597,7597,100000,0,0,17651,19098,-1,2544,3,0,-1,36694,44291,COMPLETED
182,anneal_i1_e53,COMPUTE_HEAVY,HIGH,3687,3687,100000,0,0,11854,9539,-1,372,1,3,-1,21335,25022,COMPLETED
183,anneal_i1_e54,COMPUTE_HEAVY,HIGH,3526,3526,100000,0,0,18437,7497,-1,1310,1,1,-1,25895,29421,COMPLETED
184,anneal_i1_e55,COMPUTE_HEAVY,HIGH,5491,5491,100000,0,0,5434,3130,-1,195,6,0,-1,8510,14001,COMPLETED
185,anneal_i1_e56,COMPUTE_HEAVY,HIGH,9909,9909,100000,0,0,15801,58,-1,193,4,2,-1,15801,25710,COMPLETED
186,anneal_i1_e57,COMPUTE_HEAVY,HIGH,7678,7678,100000,0,0,18473,5326,-1,2181,4,1,-1,23744,31422,COMPLETED
187,anneal_i1_e58,COMPUTE_HEAVY,HIGH,8686,8686,100000,0,0,10109,6553,-1,191,2,3,-1,16607,25293,COMPLETED
188,anneal_i1_e59,COMPUTE_HEAVY,HIGH,7198,7198,100000,0,0,25364,5632,-1,2164,1,2,-1,30944,38142,COMPLETED
189,anneal_i1_e60,COMPUTE_HEAVY,HIGH,1063,1063,100000,0,0,23317,3551,-1,4,4,0,-1,26809,27872,COMPLETED
190,anneal_i1_e61,COMPUTE_HEAVY,HIGH,7757,7757,100000,0,0,16566,5173,-1,1860,5,1,-1,21685,29442,COMPLETED
191,anneal_i1_e62,COMPUTE_HEAVY,HIGH,5771,5771,100000,0,0,28465,3372,-1,1856,1,0,-1,31800,37571,COMPLETED
