src_task_id,src_name,src_chiplet,src_core,dst_task_id,dst_name,dst_chiplet,dst_core,volume_bytes,comm_latency_cycles,inject_cycle
0,load_netlist,2,0,48,init_place_47,4,0,256,43,500
0,load_netlist,2,0,49,init_place_48,3,1,256,43,500
0,load_netlist,2,0,50,init_place_49,2,0,256,43,500
0,load_netlist,2,0,51,init_place_50,4,2,256,43,500
0,load_netlist,2,0,52,init_place_51,1,0,256,102,500
0,load_netlist,2,0,53,init_place_52,3,2,256,43,500
0,load_netlist,2,0,54,init_place_53,2,3,256,43,500
0,load_netlist,2,0,55,init_place_54,1,1,256,43,500
0,load_netlist,2,0,56,init_place_55,5,1,256,43,500
0,load_netlist,2,0,57,init_place_56,4,0,256,43,500
0,load_netlist,2,0,58,init_place_57,0,0,256,102,500
0,load_netlist,2,0,59,init_place_58,3,3,256,43,500
0,load_netlist,2,0,60,init_place_59,2,0,256,43,500
0,load_netlist,2,0,61,init_place_60,3,0,256,43,500
0,load_netlist,2,0,62,init_place_61,2,2,256,43,500
0,load_netlist,2,0,63,init_place_62,1,2,256,43,500
0,load_netlist,2,0,64,init_place_63,0,1,256,43,500
1,init_place_0,1,0,65,anneal_i0_e0,4,2,212,41,1100
15,init_place_14,0,2,66,anneal_i0_e1,0,2,270,44,1700
2,init_place_1,0,0,66,anneal_i0_e1,0,2,336,48,1100
29,init_place_28,4,0,67,anneal_i0_e2,0,0,220,41,1700
16,init_place_15,3,1,67,anneal_i0_e2,0,0,250,43,1100
3,init_place_2,1,1,67,anneal_i0_e2,0,0,239,42,1100
43,init_place_42,0,2,68,anneal_i0_e3,0,0,510,59,2000
17,init_place_16,0,3,68,anneal_i0_e3,0,0,290,46,1700
30,init_place_29,1,1,68,anneal_i0_e3,0,0,440,55,1400
4,init_place_3,0,1,68,anneal_i0_e3,0,0,429,54,1100
57,init_place_56,4,0,69,anneal_i0_e4,4,3,132,36,2300
18,init_place_17,0,0,69,anneal_i0_e4,4,3,138,36,2000
31,init_place_30,4,2,69,anneal_i0_e4,4,3,476,57,1700
44,init_place_43,6,2,69,anneal_i0_e4,4,3,362,50,1400
5,init_place_4,4,0,69,anneal_i0_e4,4,3,430,54,1100
6,init_place_5,2,0,70,anneal_i0_e5,3,1,240,42,843
20,init_place_19,0,1,71,anneal_i0_e6,0,2,458,56,2000
7,init_place_6,3,0,71,anneal_i0_e6,0,2,462,56,1100
34,init_place_33,2,0,72,anneal_i0_e7,1,1,399,52,1443
8,init_place_7,0,0,72,anneal_i0_e7,1,1,353,50,1400
21,init_place_20,5,0,72,anneal_i0_e7,1,1,318,47,1100
48,init_place_47,4,0,73,anneal_i0_e8,4,1,384,51,2000
35,init_place_34,1,2,73,anneal_i0_e8,4,1,391,52,1400
9,init_place_8,0,1,73,anneal_i0_e8,4,1,315,47,1400
22,init_place_21,6,3,73,anneal_i0_e8,4,1,473,57,1100
62,init_place_61,2,2,74,anneal_i0_e9,0,2,206,40,2127
49,init_place_48,3,1,74,anneal_i0_e9,0,2,396,52,1700
36,init_place_35,1,3,74,anneal_i0_e9,0,2,194,40,1400
10,init_place_9,0,2,74,anneal_i0_e9,0,2,153,37,1400
23,init_place_22,5,1,74,anneal_i0_e9,0,2,198,40,1100
11,init_place_10,0,3,75,anneal_i0_e10,5,2,260,44,1400
12,init_place_11,0,0,76,anneal_i0_e11,0,0,441,55,1700
25,init_place_24,3,0,76,anneal_i0_e11,0,0,281,45,1400
39,init_place_38,1,1,77,anneal_i0_e12,6,0,287,45,1700
26,init_place_25,4,2,77,anneal_i0_e12,6,0,350,49,1400
13,init_place_12,6,1,77,anneal_i0_e12,6,0,377,51,1100
53,init_place_52,3,2,78,anneal_i0_e13,3,3,387,52,1700
40,init_place_39,1,2,78,anneal_i0_e13,3,3,323,48,1700
14,init_place_13,0,1,78,anneal_i0_e13,3,3,190,39,1700
27,init_place_26,3,1,78,anneal_i0_e13,3,3,437,55,1400
54,init_place_53,2,3,79,anneal_i0_e14,3,3,244,43,1977
15,init_place_14,0,2,79,anneal_i0_e14,3,3,327,48,1700
41,init_place_40,2,3,79,anneal_i0_e14,3,3,285,45,1677
28,init_place_27,2,0,79,anneal_i0_e14,3,3,262,44,1143
3,init_place_2,1,1,79,anneal_i0_e14,3,3,338,49,1100
16,init_place_15,3,1,80,anneal_i0_e15,3,2,492,58,1100
17,init_place_16,0,3,81,anneal_i0_e16,0,0,245,43,1700
30,init_place_29,1,1,81,anneal_i0_e16,0,0,413,53,1400
18,init_place_17,0,0,82,anneal_i0_e17,6,2,246,43,2000
31,init_place_30,4,2,82,anneal_i0_e17,6,2,393,52,1700
44,init_place_43,6,2,82,anneal_i0_e17,6,2,504,59,1400
58,init_place_57,0,0,83,anneal_i0_e18,2,3,236,42,2300
45,init_place_44,0,3,83,anneal_i0_e18,2,3,317,47,2000
32,init_place_31,3,2,83,anneal_i0_e18,2,3,318,47,1400
19,init_place_18,1,0,83,anneal_i0_e18,2,3,268,44,1400
20,init_place_19,0,1,84,anneal_i0_e19,0,3,441,55,2000
59,init_place_58,3,3,84,anneal_i0_e19,0,3,175,38,1700
46,init_place_45,3,3,84,anneal_i0_e19,0,3,234,42,1400
33,init_place_32,5,0,84,anneal_i0_e19,0,3,322,48,1400
8,init_place_7,0,0,84,anneal_i0_e19,0,3,155,37,1400
21,init_place_20,5,0,85,anneal_i0_e20,1,3,274,45,1100
35,init_place_34,1,2,86,anneal_i0_e21,0,2,221,41,1400
22,init_place_21,6,3,86,anneal_i0_e21,0,2,307,47,1100
49,init_place_48,3,1,87,anneal_i0_e22,5,2,217,41,1700
36,init_place_35,1,3,87,anneal_i0_e22,5,2,291,46,1400
23,init_place_22,5,1,87,anneal_i0_e22,5,2,439,55,1100
63,init_place_62,1,2,88,anneal_i0_e23,1,0,355,50,2000
50,init_place_49,2,0,88,anneal_i0_e23,1,0,295,46,1743
37,init_place_36,1,0,88,anneal_i0_e23,1,0,380,51,1700
24,init_place_23,4,0,88,anneal_i0_e23,1,0,226,42,1400
64,init_place_63,0,1,89,anneal_i0_e24,0,1,403,53,2300
51,init_place_50,4,2,89,anneal_i0_e24,0,1,355,50,2000
38,init_place_37,6,1,89,anneal_i0_e24,0,1,375,51,1400
25,init_place_24,3,0,89,anneal_i0_e24,0,1,224,41,1400
13,init_place_12,6,1,89,anneal_i0_e24,0,1,444,55,1100
26,init_place_25,4,2,90,anneal_i0_e25,4,0,380,51,1400
40,init_place_39,1,2,91,anneal_i0_e26,3,2,261,44,1700
27,init_place_26,3,1,91,anneal_i0_e26,3,2,302,46,1400
54,init_place_53,2,3,92,anneal_i0_e27,2,2,360,50,1977
41,init_place_40,2,3,92,anneal_i0_e27,2,2,370,51,1677
28,init_place_27,2,0,92,anneal_i0_e27,2,2,386,52,1143
55,init_place_54,1,1,93,anneal_i0_e28,1,0,479,57,2000
42,init_place_41,1,3,93,anneal_i0_e28,1,0,263,44,1700
29,init_place_28,4,0,93,anneal_i0_e28,1,0,397,52,1700
4,init_place_3,0,1,93,anneal_i0_e28,1,0,151,37,1100
43,init_place_42,0,2,94,anneal_i0_e29,5,2,493,58,2000
56,init_place_55,5,1,94,anneal_i0_e29,5,2,427,54,1400
30,init_place_29,1,1,94,anneal_i0_e29,5,2,243,43,1400
18,init_place_17,0,0,94,anneal_i0_e29,5,2,253,43,2000
5,init_place_4,4,0,94,anneal_i0_e29,5,2,426,54,1100
31,init_place_30,4,2,95,anneal_i0_e30,5,3,285,45,1700
45,init_place_44,0,3,96,anneal_i0_e31,3,2,276,45,2000
32,init_place_31,3,2,96,anneal_i0_e31,3,2,383,51,1400
59,init_place_58,3,3,97,anneal_i0_e32,3,0,456,56,1700
46,init_place_45,3,3,97,anneal_i0_e32,3,0,192,39,1400
33,init_place_32,5,0,97,anneal_i0_e32,3,0,324,48,1400
60,init_place_59,2,0,98,anneal_i0_e33,2,0,496,58,2043
47,init_place_46,3,0,98,anneal_i0_e33,2,0,172,38,1700
34,init_place_33,2,0,98,anneal_i0_e33,2,0,222,41,1443
9,init_place_8,0,1,98,anneal_i0_e33,2,0,213,41,1400
61,init_place_60,3,0,99,anneal_i0_e34,3,0,454,56,2000
48,init_place_47,4,0,99,anneal_i0_e34,3,0,178,39,2000
35,init_place_34,1,2,99,anneal_i0_e34,3,0,410,53,1400
10,init_place_9,0,2,99,anneal_i0_e34,3,0,329,48,1400
23,init_place_22,5,1,99,anneal_i0_e34,3,0,389,52,1100
36,init_place_35,1,3,100,anneal_i0_e35,1,0,217,41,1400
50,init_place_49,2,0,101,anneal_i0_e36,2,0,459,56,1743
37,init_place_36,1,0,101,anneal_i0_e36,2,0,184,39,1700
64,init_place_63,0,1,102,anneal_i0_e37,0,2,338,49,2300
51,init_place_50,4,2,102,anneal_i0_e37,0,2,160,37,2000
38,init_place_37,6,1,102,anneal_i0_e37,0,2,174,38,1400
52,init_place_51,1,0,103,anneal_i0_e38,1,1,361,50,2000
39,init_place_38,1,1,103,anneal_i0_e38,1,1,318,47,1700
14,init_place_13,0,1,103,anneal_i0_e38,1,1,159,37,1700
1,init_place_0,1,0,103,anneal_i0_e38,1,1,488,58,1100
53,init_place_52,3,2,104,anneal_i0_e39,4,3,411,53,1700
40,init_place_39,1,2,104,anneal_i0_e39,4,3,290,46,1700
15,init_place_14,0,2,104,anneal_i0_e39,4,3,293,46,1700
28,init_place_27,2,0,104,anneal_i0_e39,4,3,343,49,1143
2,init_place_1,0,0,104,anneal_i0_e39,4,3,206,40,1100
41,init_place_40,2,3,105,anneal_i0_e40,3,0,153,37,1677
55,init_place_54,1,1,106,anneal_i0_e41,1,3,234,42,2000
42,init_place_41,1,3,106,anneal_i0_e41,1,3,481,58,1700
43,init_place_42,0,2,107,anneal_i0_e42,5,1,159,37,2000
56,init_place_55,5,1,107,anneal_i0_e42,5,1,445,55,1400
5,init_place_4,4,0,107,anneal_i0_e42,5,1,377,51,1100
57,init_place_56,4,0,108,anneal_i0_e43,1,1,293,46,2300
44,init_place_43,6,2,108,anneal_i0_e43,1,1,203,40,1400
19,init_place_18,1,0,108,anneal_i0_e43,1,1,469,57,1400
6,init_place_5,2,0,108,anneal_i0_e43,1,1,362,50,843
58,init_place_57,0,0,109,anneal_i0_e44,3,0,183,39,2300
45,init_place_44,0,3,109,anneal_i0_e44,3,0,247,43,2000
20,init_place_19,0,1,109,anneal_i0_e44,3,0,197,40,2000
33,init_place_32,5,0,109,anneal_i0_e44,3,0,223,41,1400
7,init_place_6,3,0,109,anneal_i0_e44,3,0,485,58,1100
46,init_place_45,3,3,110,anneal_i0_e45,6,3,189,39,1400
60,init_place_59,2,0,111,anneal_i0_e46,5,3,367,50,2043
47,init_place_46,3,0,111,anneal_i0_e46,5,3,363,50,1700
61,init_place_60,3,0,112,anneal_i0_e47,3,3,416,53,2000
48,init_place_47,4,0,112,anneal_i0_e47,3,3,314,47,2000
10,init_place_9,0,2,112,anneal_i0_e47,3,3,292,46,1400
62,init_place_61,2,2,113,anneal_i0_e48,2,0,502,59,2127
49,init_place_48,3,1,113,anneal_i0_e48,2,0,353,50,1700
24,init_place_23,4,0,113,anneal_i0_e48,2,0,383,51,1400
11,init_place_10,0,3,113,anneal_i0_e48,2,0,237,42,1400
63,init_place_62,1,2,114,anneal_i0_e49,2,1,156,37,2000
50,init_place_49,2,0,114,anneal_i0_e49,2,1,458,56,1743
12,init_place_11,0,0,114,anneal_i0_e49,2,1,319,47,1700
38,init_place_37,6,1,114,anneal_i0_e49,2,1,171,38,1400
25,init_place_24,3,0,114,anneal_i0_e49,2,1,297,46,1400
51,init_place_50,4,2,115,anneal_i0_e50,5,0,278,45,2000
52,init_place_51,1,0,116,anneal_i0_e51,0,1,360,50,2000
1,init_place_0,1,0,116,anneal_i0_e51,0,1,277,45,1100
53,init_place_52,3,2,117,anneal_i0_e52,3,1,211,41,1700
15,init_place_14,0,2,117,anneal_i0_e52,3,1,244,43,1700
2,init_place_1,0,0,117,anneal_i0_e52,3,1,226,42,1100
54,init_place_53,2,3,118,anneal_i0_e53,2,3,404,53,1977
29,init_place_28,4,0,118,anneal_i0_e53,2,3,165,38,1700
16,init_place_15,3,1,118,anneal_i0_e53,2,3,313,47,1100
3,init_place_2,1,1,118,anneal_i0_e53,2,3,487,58,1100
55,init_place_54,1,1,119,anneal_i0_e54,1,1,351,49,2000
43,init_place_42,0,2,119,anneal_i0_e54,1,1,332,48,2000
17,init_place_16,0,3,119,anneal_i0_e54,1,1,392,52,1700
30,init_place_29,1,1,119,anneal_i0_e54,1,1,471,57,1400
4,init_place_3,0,1,119,anneal_i0_e54,1,1,499,59,1100
56,init_place_55,5,1,120,anneal_i0_e55,5,3,478,57,1400
57,init_place_56,4,0,121,anneal_i0_e56,4,2,505,59,2300
6,init_place_5,2,0,121,anneal_i0_e56,4,2,469,57,843
58,init_place_57,0,0,122,anneal_i0_e57,4,0,366,50,2300
20,init_place_19,0,1,122,anneal_i0_e57,4,0,155,37,2000
7,init_place_6,3,0,122,anneal_i0_e57,4,0,383,51,1100
59,init_place_58,3,3,123,anneal_i0_e58,2,3,313,47,1700
34,init_place_33,2,0,123,anneal_i0_e58,2,3,484,58,1443
8,init_place_7,0,0,123,anneal_i0_e58,2,3,150,37,1400
21,init_place_20,5,0,123,anneal_i0_e58,2,3,154,37,1100
60,init_place_59,2,0,124,anneal_i0_e59,1,1,375,51,2043
48,init_place_47,4,0,124,anneal_i0_e59,1,1,151,37,2000
35,init_place_34,1,2,124,anneal_i0_e59,1,1,392,52,1400
9,init_place_8,0,1,124,anneal_i0_e59,1,1,270,44,1400
22,init_place_21,6,3,124,anneal_i0_e59,1,1,204,40,1100
61,init_place_60,3,0,125,anneal_i0_e60,3,1,392,52,2000
62,init_place_61,2,2,126,anneal_i0_e61,5,1,376,51,2127
11,init_place_10,0,3,126,anneal_i0_e61,5,1,379,51,1400
63,init_place_62,1,2,127,anneal_i0_e62,3,2,196,40,2000
12,init_place_11,0,0,127,anneal_i0_e62,3,2,329,48,1700
25,init_place_24,3,0,127,anneal_i0_e62,3,2,419,54,1400
64,init_place_63,0,1,128,anneal_i0_e63,4,3,219,41,2300
39,init_place_38,1,1,128,anneal_i0_e63,4,3,232,42,1700
26,init_place_25,4,2,128,anneal_i0_e63,4,3,422,54,1400
13,init_place_12,6,1,128,anneal_i0_e63,4,3,340,49,1100
65,anneal_i0_e0,4,2,129,anneal_i1_e0,5,1,296,46,7060
79,anneal_i0_e14,3,3,130,anneal_i1_e1,0,2,504,59,16726
66,anneal_i0_e1,0,2,130,anneal_i1_e1,0,2,212,41,9318
93,anneal_i0_e28,1,0,131,anneal_i1_e2,3,1,207,40,11796
67,anneal_i0_e2,0,0,131,anneal_i1_e2,3,1,218,41,11094
80,anneal_i0_e15,3,2,131,anneal_i1_e2,3,1,341,49,4746
68,anneal_i0_e3,0,0,132,anneal_i1_e3,0,2,507,59,18398
94,anneal_i0_e29,5,2,132,anneal_i1_e3,0,2,433,55,16005
107,anneal_i0_e42,5,1,132,anneal_i1_e3,0,2,348,49,13520
81,anneal_i0_e16,0,0,132,anneal_i1_e3,0,2,322,48,8637
108,anneal_i0_e43,1,1,133,anneal_i1_e4,4,2,176,38,21472
121,anneal_i0_e56,4,2,133,anneal_i1_e4,4,2,376,51,15743
95,anneal_i0_e30,5,3,133,anneal_i1_e4,4,2,482,58,10825
69,anneal_i0_e4,4,3,133,anneal_i1_e4,4,2,347,49,10244
82,anneal_i0_e17,6,2,133,anneal_i1_e4,4,2,172,38,4800
70,anneal_i0_e5,3,1,134,anneal_i1_e5,3,3,482,58,8362
84,anneal_i0_e19,0,3,135,anneal_i1_e6,6,3,282,45,18418
71,anneal_i0_e6,0,2,135,anneal_i1_e6,6,3,234,42,16185
85,anneal_i0_e20,1,3,136,anneal_i1_e7,2,1,488,58,10054
98,anneal_i0_e33,2,0,136,anneal_i1_e7,2,1,504,59,9257
72,anneal_i0_e7,1,1,136,anneal_i1_e7,2,1,188,39,5218
112,anneal_i0_e47,3,3,137,anneal_i1_e8,4,0,186,39,25312
99,anneal_i0_e34,3,0,137,anneal_i1_e8,4,0,476,57,22713
73,anneal_i0_e8,4,1,137,anneal_i1_e8,4,0,471,57,13469
86,anneal_i0_e21,0,2,137,anneal_i1_e8,4,0,348,49,6329
113,anneal_i0_e48,2,0,138,anneal_i1_e9,2,0,455,56,18872
74,anneal_i0_e9,0,2,138,anneal_i1_e9,2,0,128,35,18196
126,anneal_i0_e61,5,1,138,anneal_i1_e9,2,0,159,37,16512
100,anneal_i0_e35,1,0,138,anneal_i1_e9,2,0,409,53,9552
87,anneal_i0_e22,5,2,138,anneal_i1_e9,2,0,352,49,6993
75,anneal_i0_e10,5,2,139,anneal_i1_e10,0,0,461,56,5759
89,anneal_i0_e24,0,1,140,anneal_i1_e11,3,3,208,40,25256
76,anneal_i0_e11,0,0,140,anneal_i1_e11,3,3,191,39,7146
103,anneal_i0_e38,1,1,141,anneal_i1_e12,1,3,415,53,10332
90,anneal_i0_e25,4,0,141,anneal_i1_e12,1,3,148,37,9666
77,anneal_i0_e12,6,0,141,anneal_i1_e12,1,3,219,41,8510
117,anneal_i0_e52,3,1,142,anneal_i1_e13,3,2,374,51,17596
91,anneal_i0_e26,3,2,142,anneal_i1_e13,3,2,388,52,12716
78,anneal_i0_e13,3,3,142,anneal_i1_e13,3,2,508,59,11074
104,anneal_i0_e39,4,3,142,anneal_i1_e13,3,2,400,52,5637
67,anneal_i0_e2,0,0,143,anneal_i1_e14,3,3,163,38,11094
79,anneal_i0_e14,3,3,143,anneal_i1_e14,3,3,368,50,16726
105,anneal_i0_e40,3,0,143,anneal_i1_e14,3,3,446,55,10566
92,anneal_i0_e27,2,2,143,anneal_i1_e14,3,3,184,39,10109
118,anneal_i0_e53,2,3,143,anneal_i1_e14,3,3,232,42,9349
80,anneal_i0_e15,3,2,144,anneal_i1_e15,3,1,469,57,4746
94,anneal_i0_e29,5,2,145,anneal_i1_e16,1,1,167,38,16005
81,anneal_i0_e16,0,0,145,anneal_i1_e16,1,1,281,45,8637
108,anneal_i0_e43,1,1,146,anneal_i1_e17,5,0,352,49,21472
95,anneal_i0_e30,5,3,146,anneal_i1_e17,5,0,454,56,10825
82,anneal_i0_e17,6,2,146,anneal_i1_e17,5,0,244,43,4800
109,anneal_i0_e44,3,0,147,anneal_i1_e18,3,0,159,37,30874
96,anneal_i0_e31,3,2,147,anneal_i1_e18,3,0,331,48,19340
83,anneal_i0_e18,2,3,147,anneal_i1_e18,3,0,446,55,16607
122,anneal_i0_e57,4,0,147,anneal_i1_e18,3,0,457,56,12472
72,anneal_i0_e7,1,1,148,anneal_i1_e19,3,1,143,36,5218
84,anneal_i0_e19,0,3,148,anneal_i1_e19,3,1,291,46,18418
97,anneal_i0_e32,3,0,148,anneal_i1_e19,3,1,449,56,13887
110,anneal_i0_e45,6,3,148,anneal_i1_e19,3,1,340,49,10185
123,anneal_i0_e58,2,3,148,anneal_i1_e19,3,1,143,36,3604
85,anneal_i0_e20,1,3,149,anneal_i1_e20,1,2,389,52,10054
99,anneal_i0_e34,3,0,150,anneal_i1_e21,0,3,425,54,22713
86,anneal_i0_e21,0,2,150,anneal_i1_e21,0,3,441,55,6329
113,anneal_i0_e48,2,0,151,anneal_i1_e22,2,1,325,48,18872
100,anneal_i0_e35,1,0,151,anneal_i1_e22,2,1,407,53,9552
87,anneal_i0_e22,5,2,151,anneal_i1_e22,2,1,434,55,6993
127,anneal_i0_e62,3,2,152,anneal_i1_e23,2,0,415,53,28428
88,anneal_i0_e23,1,0,152,anneal_i1_e23,2,0,239,42,19780
114,anneal_i0_e49,2,1,152,anneal_i1_e23,2,0,256,43,11784
101,anneal_i0_e36,2,0,152,anneal_i1_e23,2,0,475,57,5936
89,anneal_i0_e24,0,1,153,anneal_i1_e24,0,0,433,55,25256
102,anneal_i0_e37,0,2,153,anneal_i1_e24,0,0,174,38,20297
115,anneal_i0_e50,5,0,153,anneal_i1_e24,0,0,175,38,14482
128,anneal_i0_e63,4,3,153,anneal_i1_e24,0,0,329,48,13453
77,anneal_i0_e12,6,0,153,anneal_i1_e24,0,0,368,50,8510
90,anneal_i0_e25,4,0,154,anneal_i1_e25,5,3,175,38,9666
91,anneal_i0_e26,3,2,155,anneal_i1_e26,5,2,233,42,12716
104,anneal_i0_e39,4,3,155,anneal_i1_e26,5,2,307,47,5637
105,anneal_i0_e40,3,0,156,anneal_i1_e27,3,2,471,57,10566
92,anneal_i0_e27,2,2,156,anneal_i1_e27,3,2,159,37,10109
118,anneal_i0_e53,2,3,156,anneal_i1_e27,3,2,132,36,9349
68,anneal_i0_e3,0,0,157,anneal_i1_e28,1,3,249,43,18398
106,anneal_i0_e41,1,3,157,anneal_i1_e28,1,3,378,51,17939
119,anneal_i0_e54,1,1,157,anneal_i1_e28,1,3,435,55,12532
93,anneal_i0_e28,1,0,157,anneal_i1_e28,1,3,383,51,11796
94,anneal_i0_e29,5,2,158,anneal_i1_e29,4,3,497,59,16005
107,anneal_i0_e42,5,1,158,anneal_i1_e29,4,3,312,47,13520
120,anneal_i0_e55,5,3,158,anneal_i1_e29,4,3,283,45,5380
69,anneal_i0_e4,4,3,158,anneal_i1_e29,4,3,371,51,10244
82,anneal_i0_e17,6,2,158,anneal_i1_e29,4,3,286,45,4800
95,anneal_i0_e30,5,3,159,anneal_i1_e30,5,2,509,59,10825
109,anneal_i0_e44,3,0,160,anneal_i1_e31,3,2,381,51,30874
96,anneal_i0_e31,3,2,160,anneal_i1_e31,3,2,200,40,19340
97,anneal_i0_e32,3,0,161,anneal_i1_e32,6,0,291,46,13887
110,anneal_i0_e45,6,3,161,anneal_i1_e32,6,0,300,46,10185
123,anneal_i0_e58,2,3,161,anneal_i1_e32,6,0,130,36,3604
73,anneal_i0_e8,4,1,162,anneal_i1_e33,4,1,320,47,13469
111,anneal_i0_e46,5,3,162,anneal_i1_e33,4,1,412,53,16653
124,anneal_i0_e59,1,1,162,anneal_i1_e33,4,1,318,47,15865
98,anneal_i0_e33,2,0,162,anneal_i1_e33,4,1,190,39,9257
112,anneal_i0_e47,3,3,163,anneal_i1_e34,4,1,302,46,25312
125,anneal_i0_e60,3,1,163,anneal_i1_e34,4,1,289,46,23258
99,anneal_i0_e34,3,0,163,anneal_i1_e34,4,1,431,54,22713
74,anneal_i0_e9,0,2,163,anneal_i1_e34,4,1,284,45,18196
87,anneal_i0_e22,5,2,163,anneal_i1_e34,4,1,385,52,6993
100,anneal_i0_e35,1,0,164,anneal_i1_e35,2,1,286,45,9552
114,anneal_i0_e49,2,1,165,anneal_i1_e36,1,0,231,42,11784
101,anneal_i0_e36,2,0,165,anneal_i1_e36,1,0,489,58,5936
102,anneal_i0_e37,0,2,166,anneal_i1_e37,5,3,189,39,20297
115,anneal_i0_e50,5,0,166,anneal_i1_e37,5,3,372,51,14482
128,anneal_i0_e63,4,3,166,anneal_i1_e37,5,3,293,46,13453
116,anneal_i0_e51,0,1,167,anneal_i1_e38,4,0,187,39,16769
103,anneal_i0_e38,1,1,167,anneal_i1_e38,4,0,138,36,10332
78,anneal_i0_e13,3,3,167,anneal_i1_e38,4,0,197,40,11074
65,anneal_i0_e0,4,2,167,anneal_i1_e38,4,0,440,55,7060
79,anneal_i0_e14,3,3,168,anneal_i1_e39,2,2,372,51,16726
92,anneal_i0_e27,2,2,168,anneal_i1_e39,2,2,479,57,10109
66,anneal_i0_e1,0,2,168,anneal_i1_e39,2,2,342,49,9318
117,anneal_i0_e52,3,1,168,anneal_i1_e39,2,2,416,53,17596
104,anneal_i0_e39,4,3,168,anneal_i1_e39,2,2,428,54,5637
105,anneal_i0_e40,3,0,169,anneal_i1_e40,4,3,174,38,10566
106,anneal_i0_e41,1,3,170,anneal_i1_e41,1,2,217,41,17939
119,anneal_i0_e54,1,1,170,anneal_i1_e41,1,2,381,51,12532
69,anneal_i0_e4,4,3,171,anneal_i1_e42,2,0,307,47,10244
107,anneal_i0_e42,5,1,171,anneal_i1_e42,2,0,454,56,13520
120,anneal_i0_e55,5,3,171,anneal_i1_e42,2,0,131,36,5380
108,anneal_i0_e43,1,1,172,anneal_i1_e43,1,0,497,59,21472
121,anneal_i0_e56,4,2,172,anneal_i1_e43,1,0,291,46,15743
83,anneal_i0_e18,2,3,172,anneal_i1_e43,1,0,133,36,16607
70,anneal_i0_e5,3,1,172,anneal_i1_e43,1,0,330,48,8362
84,anneal_i0_e19,0,3,173,anneal_i1_e44,0,3,205,40,18418
71,anneal_i0_e6,0,2,173,anneal_i1_e44,0,3,413,53,16185
97,anneal_i0_e32,3,0,173,anneal_i1_e44,0,3,179,39,13887
109,anneal_i0_e44,3,0,173,anneal_i1_e44,0,3,216,41,30874
122,anneal_i0_e57,4,0,173,anneal_i1_e44,0,3,288,45,12472
