cycle,event_kind,task_id,cluster_id,chiplet_id,core_id,note
32505,TASK_PLACED,5,7,0,3,"start=32505 finish=39205 dur=6700 wait=32505 [core-stall]"
0,CLUSTER_PLACED,-1,7,6,-1,"Spill-over: used 1 extra chiplet(s)"
0,CLUSTER_FORMED,-1,8,-1,-1,"COMM_HEAVY (graph_aware) tasks=3"
0,TASK_DEFERRED,-1,8,-1,-1,"No chiplet available"
0,CLUSTER_FORMED,-1,9,-1,-1,"COMM_LESS (graph_aware) tasks=1"
0,TASK_DEFERRED,-1,9,-1,-1,"No chiplet available"
0,CLUSTER_FORMED,-1,10,-1,-1,"COMM_HEAVY (graph_aware) tasks=2"
0,TASK_DEFERRED,-1,10,-1,-1,"No chiplet available"
0,CLUSTER_FORMED,-1,11,-1,-1,"COMM_HEAVY (graph_aware) tasks=3"
0,TASK_DEFERRED,-1,11,-1,-1,"No chiplet available"
0,CLUSTER_FORMED,-1,12,-1,-1,"COMM_LESS (graph_aware) tasks=1"
0,TASK_DEFERRED,-1,12,-1,-1,"No chiplet available"
0,CLUSTER_FORMED,-1,13,-1,-1,"COMM_LESS (graph_aware) tasks=2"
0,TASK_DEFERRED,-1,13,-1,-1,"No chiplet available"
33132,TASK_PLACED,1,5,6,0,"CA start=33132 finish=39832 data_ready=33132"
39205,TASK_PLACED,10,10,0,3,"CA start=39205 finish=71710 data_ready=0"
46505,TASK_PLACED,28,13,0,0,"CA start=46505 finish=79010 data_ready=0"
33790,TASK_PLACED,5,7,6,3,"CA start=33790 finish=40490 data_ready=33790"
32695,TASK_PLACED,17,4,4,0,"CA start=32695 finish=46705 data_ready=32695"
32695,TASK_PLACED,20,3,2,0,"CA start=32695 finish=40995 data_ready=32695"
32570,TASK_PLACED,23,2,5,0,"CA start=32570 finish=47480 data_ready=32570"
32570,TASK_PLACED,25,1,3,0,"CA start=32570 finish=47480 data_ready=32570"
32570,TASK_PLACED,27,0,1,0,"CA start=32570 finish=47480 data_ready=32570"
71710,TASK_PLACED,2,6,0,3,"CA start=71710 finish=79010 data_ready=40450"
79010,TASK_PLACED,8,9,0,0,"CA start=79010 finish=86910 data_ready=40705"
79010,TASK_PLACED,6,8,0,1,"CA start=79010 finish=86310 data_ready=40705"
41187,TASK_PLACED,21,3,2,1,"CA start=41187 finish=73692 data_ready=41187"
73692,REPLICA_PLACED,21,3,2,0,"Deferred replica"
46897,TASK_PLACED,18,4,4,1,"CA start=46897 finish=79402 data_ready=46897"
79402,REPLICA_PLACED,18,4,4,0,"Deferred replica"
79010,TASK_PLACED,11,10,0,3,"CA start=79010 finish=85710 data_ready=72362"
85710,TASK_PLACED,3,6,0,3,"CA start=85710 finish=118215 data_ready=79262"
86310,TASK_PLACED,29,13,0,1,"CA start=86310 finish=101220 data_ready=79100"
86910,TASK_PLACED,14,12,0,0,"CA start=86910 finish=94810 data_ready=85925"
94810,TASK_PLACED,12,11,0,0,"CA start=94810 finish=102110 data_ready=85925"
101220,TASK_PLACED,7,8,0,1,"CA start=101220 finish=115230 data_ready=87125"
102110,TASK_PLACED,13,11,0,0,"CA start=102110 finish=116120 data_ready=95025"
115445,TASK_PLACED,9,8,0,2,"CA start=115445 finish=147950 data_ready=115445"
147950,REPLICA_PLACED,9,8,0,1,"Deferred replica"
116335,TASK_PLACED,15,11,0,0,"CA start=116335 finish=148840 data_ready=116335"
